-149.091,66.006	AK	Stevens Village	      1 Stevens Village
-149.093,64.564	AK	Nenana	      1 Nenana
-149.116,61.607	AK	Palmer	      4 Palmer
-149.337,65.153	AK	Minto Village	      1 Minto Village
-149.439,61.581	AK	Wasilla	      1 Wasilla
-149.443,60.112	AK	Seward	      4 Seward
-149.570,61.325	AK	Eagle River	      2 Eagle River
-149.663,61.243	AK	Fort Richardson	      2 Fort Richardson	      1 Ft. Richardson	      1 Ft Richardson
-149.825,61.253	AK	Elmendorf AFB, Anchorage	      8 Elmendorf AFB	      4 Elmendorf Air Force Base	      4 Elmendorf	      1 Elmandorf
-149.858,61.218	AK	Anchorage	    457 Anchorage	      1 Anchroage	      1 Anchoradge	      1 Anchorag	      1 Alaska Pacific	      1 Chugiak	      1 Anchorge	      1 Anchor-age	      1 Ankorage	      1 Providence Alaska
-150.170,65.505	AK	Rampart	      1 Rampart
-150.177,62.272	AK	Talkeetna	      1 Talkeetna
-150.634,65.001	AK	Manley Hot Springs	      1 Manley Hot Springs
-151.09,60.5	AK	Soldotna	      4 Soldotna
-151.258,60.554	AK	Kenai	      1 Kenai
-151.274,60.338	AK	Kasilof	      1 Kasilof
-151.508,66.923	AK	Evansville Village	      1 Evansville Village
-151.546,59.645	AK	Homer	      2 Homer
-151.720,59.440	AK	Seldovia	      2 Seldovia
-151.805,59.768	AK	Anchor Point	      1 Anchor Point	      1 Anchor Pt
-151.830,59.351	AK	Port Graham	      1 Port Graham
-151.921,59.356	AK	Nanwalek	      1 Nanwalek	      1 English Bay Village
-152.079,65.172	AK	Tanana	      1 Tanana Village
-152.395,57.794	AK	Kodiak	      6 Kodiak
-152.502,57.924	AK	Ouzinkie	      1 Ouzinkie
-152.646,66.566	AK	Allakaket	      1 Allakaket
-152.707,66.557	AK	Alatna Village	      1 Alatna Village
-152.882,57.868	AK	Port Lions	      1 Port Lions
-153.282,63.380	AK	Telida	      1 Telida
-153.304,57.203	AK	Old Harbor	      1 Old Harbor City
-153.979,57.540	AK	Larsen Bay	      1 Larsen Bay
-154.106,59.787	AK	Pedro Bay	      1 Pedro Bay
-154.170,56.946	AK	Akhiok	      1 Akhiok
-154.256,66.049	AK	Hughes Village	      1 Hughes Village
-154.318,60.198	AK	Port Alsworth	      1 Port Alsworth
-154.375,63.013	AK	Nikolai Village	      1 Nikolai Village
-154.456,57.572	AK	Karluk	      1 Karluk
-154.719,63.106	AK	Medfra	      1 Medfra
-154.776,59.439	AK	Kokhanok	      1 Kokhanok
-154.897,59.720	AK	Newhalen	      1 Newhalen
-155.487,64.739	AK	Ruby Village	      1 Ruby Village
-155.596,62.953	AK	McGrath	      1 Mc Grath Village
-155.895,59.328	AK	Igiugig	      1 Igiugig
-156.064,62.989	AK	Takotna	      1 Takotna
-156.400,65.699	AK	Huslia	      1 Huslia Native
-156.689,58.755	AK	King Salmon	      1 King Salmon
-156.789,71.29	AK	Barrow	     10 Barrow
-156.859,59.114	AK	Levelock Village	      1 Levelock Village
-156.881,66.907	AK	Kobuk Village	      1 Kobuk Village
-156.928,64.733	AK	Galena	      1 Galena
-157.014,58.729	AK	Naknek	      1 Naknek
-157.136,66.888	AK	Shungnak	      1 Shungnak
-157.170,61.703	AK	Sleetmute	      1 Sleetmute
-157.284,59.729	AK	Koliganek	      1 Koliganek
-157.312,59.453	AK	New Stuyahok	      1 New Stuyahok
-157.376,58.216	AK	Egegik	      1 Egegik
-157.475,59.350	AK	Ekwok	      1 Ekwok
-157.701,64.880	AK	Koyukuk	      1 Koyukuk
-157.851,67.086	AK	Ambler Village	      1 Ambler Village
-158.103,64.719	AK	Nulato	      1 Nulato
-158.111,61.870	AK	Crooked Creek	      1 Crooked Creek
-158.466,59.04	AK	Dillingham	      3 Dillingham
-158.527,58.837	AK	Clarks Point	      1 Clarks Point	      1 Clarks Pt
-158.536,56.309	AK	Chignik Lagoon	      1 Chignik Lagoon
-158.618,59.273	AK	Aleknagik	      1 Aleknagik
-158.627,56.949	AK	Port Heiden	      3 Port Heiden
-158.722,64.327	AK	Kaltag	      1 Kaltag
-158.763,56.256	AK	Chignik Lake	      1 Chignik Lake
-159.058,58.981	AK	Manokotak	      1 Manokotak
-159.146,55.913	AK	Perryville Village	      1 Perryville Village
-159.245,61.572	AK	Chuathbaluk	      1 Chuathbaluk
-159.489,55.911	AK	Ivanof Bay	      1 Ivanof Bay
-159.541,61.583	AK	Aniak Village	      1 Aniak Village
-159.562,62.682	AK	Shageluk	      1 Shageluk
-159.771,62.199	AK	Holy Cross Village	      1 Holy Cross Village
-160.007,66.604	AK	Selawik	      1 Selawik
-160.065,62.904	AK	Grayling	      1 Grayling
-160.207,62.656	AK	Anvik	      1 Anvik
-160.275,59.079	AK	Twin Hills Village	      1 Twin Hills Village
-160.344,61.536	AK	Kalskag	      1 Kalskag
-160.376,59.062	AK	Togiak	      1 Togiak
-160.430,66.972	AK	Kiana Village	      1 Kiana Village
-160.497,55.340	AK	Sand Point	      1 Sand Point	      1 Sand Pt
-160.788,63.873	AK	Unalakleet	      1 Unalakleet
-160.962,61.103	AK	Tuluksak	      1 Tuluksak
-161.033,66.838	AK	Noorvik	      1 Noorvik
-161.123,65.980	AK	Buckland	      1 Buckland
-161.16,64.931	AK	Koyuk	      1 Koyuk
-161.203,56.002	AK	Nelson Lagoon Village	      1 Nelson Lagoon Village	      1 Nelson Lagoon
-161.320,61.785	AK	Russian Mission	      1 Russian Mission
-161.431,60.909	AK	Akiachak	      1 Akiachak
-161.436,60.812	AK	Kwethluk	      1 Kwethluk
-161.586,59.121	AK	Goodnews Bay	      1 Goodnews Bay
-161.759,60.79	AK	Bethel	      7 Bethel	      1 Kuskokwim
-161.762,60.707	AK	Napaskiak	      1 Napaskiak
-161.916,59.749	AK	Quinhagak	      1 Quinhagak
-161.973,60.694	AK	Napakiak	      1 Napakiak
-162.024,60.219	AK	Eek Village	      1 Eek Village
-162.031,55.089	AK	Belkofski Village	      1 Belkofski Village
-162.273,60.867	AK	Atmautluak	      1 Atmautluak
-162.274,63.512	AK	Stebbins	      1 Stebbins
-162.310,55.062	AK	King Cove	      1 King Cove
-162.459,60.897	AK	Nunapitchuk	      1 Nunapitchuk
-162.518,60.896	AK	Kasigluk	      1 Kasigluk
-162.586,66.897	AK	Kotzebue	      6 Kotzebue
-162.663,60.343	AK	Tuntutuliak	      1 Tuntutuliak
-162.717,66.076	AK	Deering Village	      1 Deering Village
-162.758,55.200	AK	Cold Bay	      1 Cold Bay
-162.875,61.939	AK	Pilot Station Village	      1 Pilot Station Village
-162.890,59.960	AK	Kongiganak	      1 Kongiganak
-162.965,67.571	AK	Noatak	      1 Noatak
-163.029,64.543	AK	Golovin	      1 Golovin
-163.166,59.872	AK	Kwigillingok	      1 Kwigillingok
-163.415,54.851	AK	False Pass Village	      1 False Pass Village
-163.553,63.034	AK	Kotlik	      1 Kotlik
-164.044,59.938	AK	Kipnuk	      1 Kipnuk
-164.266,60.160	AK	Chefornak	      1 Chefornak
-164.533,67.727	AK	Kivalina	      1 Kivalina
-164.554,62.776	AK	Emmonak	      1 Emmonak
-164.615,62.689	AK	Alakanuk	      1 Alakanuk
-164.724,60.479	AK	Nightmute	      1 Nightmute
-165.245,60.579	AK	Tununak	      1 Tununak
-165.405,64.5	AK	Nome	      4 Nome	      1 Norton Sound Health
-165.582,61.843	AK	Scammon Bay	      1 Scammon Bay
-165.586,61.528	AK	Chevak	      1 Chevak
-165.771,54.135	AK	Akutan	      1 Akutan
-166.072,66.257	AK	Shishmaref	      1 Shishmaref
-166.097,61.531	AK	Hooper Bay	      1 Hooper Bay
-166.489,65.335	AK	Brevig Mission	      1 Brevig Mission
-166.533,53.884	AK	Unalaska	      1 Unalaska
-168.061,64.972	AK	King Island	      1 King Island	      1 King Isl
-168.088,65.609	AK	Wales Village	      1 Wales Village
-168.860,52.940	AK	Nikolski	      1 Nikolski
-169.542,56.600	AK	St. George Village	      1 St. George Village	      1 St. George Island	      1 St George Isl
-170.280,57.122	AK	St. Paul Island	      1 St. Paul Island	      1 St Paul Isl
-170.479,63.694	AK	Savoonga	      1 Savoonga
-171.741,63.780	AK	Gambell	      1 Gambell
-174.201,52.196	AK	Atka Village	      1 Atka Village	      1 Atka
174.088,52.723	AK	Shemya Island	      1 Shemya
-85.001,32.468	AL	Phenix City	      1 Phenix City
-85.227,32.866	AL	Lanett	      1 Lanett	      1 Lanier Memorial	      1 Lanier Nasal
-85.289,31.566	AL	Abbeville	      1 Abbeville
-85.308,31.905	AL	Eufaula	      1 Eufaula
-85.376,31.133	AL	Memphis	      1 Memphis
-85.381,32.651	AL	Opelika	     13 Opelika
-85.393,31.223	AL	Dothan	      9 Dothan
-85.482,32.607	AL	Auburn	    558 Auburn	      1 Auburin	      1 Scott-Richey	      1 Scott-Ritchey	      1 Samuel Ginn	      1 Alabama Experiment	      1 Aubum	      1 Auburn University GA	      1 Auburn University Georgia
-85.557,33.918	AL	Vigo	      1 Vigo
-85.585,32.733	AL	Waverly	      1 Waverly AL	      1 Waverly Alabama
-85.69,32.424	AL	Tuskegee	     49 Tuskegee	      1 Tuskagee
-85.714,34.441	AL	Fort Payne	      1 Fort Payne	      1 Ft Payne
-85.726,31.368	AL	Fort Rucker	    114 Fort Rucker	     10 Ft. Rucker	      2 Ft Rucker	      2 Camp Rucker
-85.761,33.814	AL	Jacksonville	      3 Jacksonville
-85.762,33.709	AL	Fort McClellan, Edwardsville	      3 Fort McClellan	      3 Ft McClellan	      3 Ft Mcclellan
-85.785,33.321	AL	Lineville	      1 Lineville
-85.819,33.657	AL	Anniston	      1 Anniston
-85.844,33.621	AL	Hobson City	      1 Hobson City
-85.853,33.269	AL	Ashland	      1 Ashland
-85.857,33.600	AL	Oxford	      1 Oxford Alabama	      1 Oxford AL
-85.953,32.939	AL	Alexander City	      3 Alexander City
-85.972,31.81	AL	Troy	     11 Troy
-86.007,34.015	AL	Gadsden	     12 Gadsden
-86.070,31.412	AL	Elba	      1 Elba
-86.106,33.436	AL	Talladega	     12 Talladega
-86.208,34.27	AL	Albertville	      1 Albertville
-86.214,32.521	AL	Wetumpka	      1 Wetumpka
-86.243,34.841	AL	Princeton	      1 Princeton
-86.273,34.497	AL	Grant	      1 Grant AL	      1 Grant Alabama
-86.274,33.194	AL	Sylacauga	      1 Sylacauga
-86.299,34.351	AL	Guntersville	      5 Guntersville
-86.301,32.38	AL	Montgomery	    110 Montgomery	      1 Mongtomery	      1 Thomas Goode	      1 Auburn University at Montgomery	      1 Montgomary
-86.327,31.018	AL	Florala	      1 Florala
-86.361,32.381	AL	Maxwell AFB	      5 Maxwell Air Force Base	      4 Maxwell AFB	      1 Gunter Air Force Base	      1 Maxwell Afb
-86.362,32.48	AL	Millbrook	      1 Millbrook
-86.387,33.746	AL	Springville	      1 Springville
-86.412,34.700	AL	Gurley	      2 Gurley
-86.417,33.678	AL	Odenville	      2 Odenville
-86.451,32.462	AL	Prattville	      2 Prattville
-86.480,33.449	AL	Sterrett	      2 Sterrett
-86.511,31.313	AL	Andalusia	      1 Andalusia
-86.541,33.542	AL	Leeds	      3 Leeds
-86.581,33.638	AL	Trussville	      3 Trussville
-86.572,34.791	AL	Normal	     38 Normal
-86.585,34.729	AL	Huntsville	    254 Huntsville	      1 Huntville	      1 Hunstville	      1 HudsonAlpha	      1 Marshall Space	      1 Huntsville AB	      1 Birmingham Huntsville	      1 Huntsville-Madison	      1 Huntsville CA USA	      1 Marshall Informat
-86.604,34.534	AL	Laceys Spring	      1 Lacey's Spring	      1 Laceys Spring
-86.638,33.339	AL	Chelsea	      1 Chelsea AL	      1 Chelsea Alabama
-86.611,33.192	AL	Columbiana	      1 Columbiana
-86.632,32.841	AL	Clanton	      1 Clanton
-86.658,34.659	AL	Redstone Arsenal	     12 Redstone Arsenal	      1 Arsenal
-86.692,33.690	AL	Pinson	      1 Pinson
-86.740,33.454	AL	Vestavia Hills	      1 Vestavia Hills
-86.740,33.482	AL	Mountain Brook, Birmingham	      1 Mountain Brook	      1 Mt Brook
-86.749,34.86	AL	Harvest	      6 Harvest
-86.772,34.061	AL	Hanceville	      1 Hanceville
-86.751,34.706	AL	Madison	      2 Madison
-86.783,33.208	AL	Saginaw	      2 Saginaw
-86.805,33.387	AL	Hoover	      2 Hoover
-86.810,33.286	AL	Pelham	      1 Pelham
-86.811,33.651	AL	Gardendale	      1 Gardendale
-86.812,33.52	AL	Birmingham	   9412 Birmingham	      2 Birminghan	      2 Birmigham	      1 S. Birmingham	      1 Brimingham	      1 Birminham	      1 Birminghams	      1 Birmingha	      1 Birmingam	      1 Birhingham	      1 Bimingham	      1 A Birmingham	      1 Birmmgham	      1 Alabama at Birmingham	      1 Alabama Birmingham	      1 Alabama Birmingham UK	      1 Lister Hill	      1 Simon-Williamson	      1 Alabama of Birmingham	      1 Birmingham Brookwood	      1 Associates of Birmingham	      1 Greystone Imaging	      1 McWhorter School	      1 Alabama at Birminghanm	      1 Birmingham AB	      1 Kettering-Meyer	      1 Homewood	      1 Tinsley Harrison	      1 Fleming James Cystic	      1 Cumberland Law	      1 Birminingham	      1 BirminghamAL
-86.816,33.245	AL	Alabaster	      5 Alabaster
-86.843,34.174	AL	Cullman	      1 Cullman
-86.853,33.806	AL	Warrior	      1 Warrior Alabama	      1 Warrior AL
-86.863,33.101	AL	Montevallo	      7 Montevallo
-86.879,34.656	AL	Belle Mina	      1 Belle Mina
-86.916,33.491	AL	Fairfield	      3 Fairfield
-86.972,34.803	AL	Athens	      1 Athens
-86.983,34.606	AL	Decatur	      1 Decatur
-87.022,32.412	AL	Selma	      1 Selma
-87.050,33.756	AL	Sumiton	      1 Sumiton
-87.147,32.950	AL	Centreville	      1 Centerville	      1 Centreville
-87.272,32.591	AL	Perry	      1 Perry
-87.278,34.825	AL	Rogersville	      1 Rogersville
-87.280,33.828	AL	Jasper	      1 Jasper
-87.319,32.635	AL	Marion	      1 Marion
-87.325,31.528	AL	Monroeville	      1 Monroeville
-87.566,33.211	AL	Tuscaloosa	    745 Tuscaloosa	      1 Tuscaloos	      1 Tusceloosa	      1 Tucaloosa	      1 Tuskaloosa	      1 Tusacaloosa	      1 Tusclaoosa
-87.591,33.24	AL	Northport	      1 Northport
-87.608,30.415	AL	Elberta	      1 Elberta
-87.610,32.702	AL	Greensboro	      1 Greensboro Alabama	      1 Greensboro AL
-87.654,30.329	AL	Orange Beach	      1 Orange Beach
-87.668,34.742	AL	Muscle Shoals	     16 Muscle Shoals
-87.675,34.8	AL	Florence	     25 Florence	      1 Wilson Dam
-87.687,34.76	AL	Sheffield	      1 Sheffield Alabama	      1 Sheffield AL	      1 Helen Keller Hosp	      1 Helen Keller Mem
-87.694,30.401	AL	Foley	      1 Foley AL	      1 Foley Alabama	      1 Foley AL USA
-87.710,34.716	AL	Tuscumbia	      1 Tuscumbia
-87.712,30.278	AL	Gulf Shores	      1 Gulf Shores
-87.722,30.551	AL	Robertsdale	      1 Robertsdale
-87.763,30.310	AL	Bon Secour	      1 Bon Secour
-87.829,33.685	AL	Fayette	      2 Fayette
-87.838,32.505	AL	Demopolis	      2 Demopolis
-87.88,30.672	AL	Spanish Fort	      2 Spanish Fort	      2 Spanish Ft
-87.886,30.536	AL	Fairhope	      5 Fairhope
-87.888,32.841	AL	Eutaw	      1 Eutaw
-87.902,30.604	AL	Daphne	      5 Daphne
-87.915,30.477	AL	Point Clear	      1 Point Clear	      1 Pt Clear
-88.053,30.686	AL	Mobile	   1903 Mobile	      3 Mobil	      1 Moboile	      1 Brookley Air Force Base	      1 Spring Hill College
-88.094,33.262	AL	Carrollton	      1 Carrollton
-88.099,30.251	AL	Dauphin Island	     69 Dauphin Island	      1 Dauphin Island Alaska	      1 Dauphin Isl
-88.134,33.901	AL	Sulligent	      1 Sulligent
-88.158,32.822	AL	Gainesville	      1 Gainesville
-88.187,32.584	AL	Livingston	      4 Livingston
-88.241,30.384	AL	Coden	      1 Coden
-88.248,30.403	AL	Bayou La Batre	      1 Bayou La Batre	      1 Bayou Labatre
-88.355,30.473	AL	Grand Bay	      1 Grand Bay
-89.905,35.928	AR	Blytheville	      1 Blytheville
-90.192,35.146	AR	West Memphis	      1 West Memphis	      1 W Memphis
-90.586,36.045	AR	Paragould	      1 Paragould
-90.653,35.736	AR	Bay	      1 Bay AR	      1 Bay Arkansas
-90.687,34.547	AR	Helena-West Helena	      1 West Helena	      1 Helena West-Helena	      1 Helena AR	      1 Helena Arkansas	      1 Helena W Helena
-90.705,35.835	AR	Jonesboro	     12 Jonesboro	      1 State University AK
-90.790,35.008	AR	Forrest City	      1 Forrest City
-90.807,34.772	AR	Marianna	      1 Marianna
-90.934,34.556	AR	Marvell	      1 Marvell
-90.944,36.283	AR	Pocahontas	      1 Pocahontas
-91.358,35.288	AR	Augusta	      1 Augusta
-91.506,35.751	AR	Sulphur Rock	      1 Sulphur Rock
-91.553,34.498	AR	Stuttgart	      4 Stuttgart	      1 Bumpers National Rice
-91.65,35.77	AR	Batesville	      7 Batesville	      1 Batesville AK USA
-91.74,35.251	AR	Searcy	      6 Searcy
-91.757,36.225	AR	Horseshoe Bend	      2 Horseshoe Bend
-91.791,33.628	AR	Monticello	      2 Monticello
-91.898,35.073	AR	Beebe	      1 Beebe
-91.900,34.784	AR	Lonoke	      1 Lonoke
-91.906,36.059	AR	Melbourne	      1 Melbourne
-91.984,34.999	AR	Austin	      1 Austin
-92.003,34.224	AR	Pine Bluff	     15 Pine Bluff
-92.112,34.867	AR	Jacksonville	      1 Jacksonville
-92.166,34.378	AR	Jefferson	   1416 Jefferson	      1 Jeffersen	      1 Jefferrson	      1 Jafferson	      1 Jefferson Arkansas
-92.183,34.448	AR	Redfield	      1 Redfield
-92.228,34.823	AR	Sherwood	      1 Sherwood Arkansas	      1 Sherwood AR
-92.229,34.708	AR	College Station	      1 College Station	      1 College Stn	      1 College Statio	      1 College Staion	      1 College Sta- tion
-92.267,34.756	AR	North Little Rock	     61 North Little Rock	      1 NorthLittle Rock	      1 North Little Rock AK	      1 N Little Rock
-92.274,34.749	AR	Little Rock	   4640 Little Rock	      2 Litte Rock	      1 Littlle Rock	      1 Littler Rock	      1 LIttle Rock	      1 Little ROck	      1 Barnes Wagoner	      1 Mitchell Blackstock	      1 Little Rock AK	      1 Mabelvale	      1 McClellan Memorial	      1 Central Arkansas Veterans	      1 Ltl Rock	      1 LTL ROCK	      1 Lillte Rock	      1 Litle Rock	      1 Litttle Rock	      1 Liitle Rock	      1 little Rock	      1 Jones Eye Institute	      1 Littlerock	      1 Little Roc
-92.332,35.645	AR	Shirley	      1 Shirley Arkansas	      1 Shirley AR
-92.385,36.335	AR	Mountain Home	      1 Mountain Home	      1 Mt Home
-92.404,34.867	AR	Maumelle	      1 Maumelle
-92.402,35.230	AR	Greenbrier	      1 Greenbrier
-92.44,35.091	AR	Conway	     80 Conway
-92.455,34.634	AR	Alexander	      1 Alexander Arkansas
-92.587,34.564	AR	Benton	      3 Benton
-92.666,33.212	AR	El Dorado	      1 El Dorado
-92.745,35.153	AR	Morrilton	      1 Morrilton
-92.816,34.545	AR	Lonsdale	      1 Lonsdale AR	      1 Lonsdale Arkansas
-92.823,35.007	AR	Perryville	      1 Perryville
-92.83,33.587	AR	Camden	      1 Camden
-93.052,34.509	AR	Hot Springs	     23 Hot Springs	      2 Hot Springs Arizona	      2 Hot Springs Village Arizona	      2 Hot Springs AK	      2 Hot Spring	      2 Malvern AR
-93.054,34.121	AR	Arkadelphia	      9 Arkadelphia
-93.135,35.278	AR	Russellville	      7 Russellville
-93.182,36.242	AR	Harrison	      1 Harrison Arkansas	      1 Harrison AR	      1 Harrison Family Practice
-93.241,33.267	AR	Magnolia	      2 Magnolia
-93.468,35.476	AR	Clarksville	      1 Clarksville	      1 Clarkville
-93.59,33.667	AR	Hope	      6 Hope
-93.73,35.292	AR	Paris	      1 Paris
-93.875,35.502	AR	Ozark	      1 Ozark AR	      1 Ozark Arkansas
-93.739,36.401	AR	Eureka Springs	      4 Eureka Springs
-93.922,35.14	AR	Booneville	     19 Booneville
-94.002,35.149	AR	Glendale	      1 Glendale
-94.005,36.101	AR	Goshen	      1 Goshen
-94.125,36.333	AR	Rogers	      2 Rogers	      2 Benton County PA
-94.13,36.185	AR	Springdale	      7 Springdale	      1 Springdale AK
-94.158,36.063	AR	Fayetteville	   1075 Fayetteville	      2 Fayettville	      2 Fayettesville
-94.189,35.924	AR	West Fork	      2 West Fork	      1 West Fork AK
-94.190,36.264	AR	Lowell	      2 Lowell Arkansas	      1 Lowell AR
-94.209,36.372	AR	Bentonville	      2 Bentonville
-94.229,35.495	AR	Alma	      2 Alma Arkansas	      2 Alma AR
-94.247,36.042	AR	Farmington	      2 Farmington
-94.269,34.584	AR	Mena	      2 Mena
-94.292,36.458	AR	Bella Vista	      2 Bella Vista
-94.349,35.437	AR	Van Buren	     18 Van Buren
-94.421,35.385	AR	Fort Smith	     26 Fort Smith	      3 Ft. Smith	      1 Ft Smith	      1 Holt-Krock
-94.461,36.337	AR	Decatur	      1 Decatur
-94.541,36.189	AR	Siloam Springs	      1 Siloam Springs	      1 Siloam Springs AK	      1 Siloam Springs Arizona
-170.684,-14.296	AS	Fagaalu	      1 Fagaalu	      1 Faga'alu
-170.701,-14.279	AS	Pago Pago	      1 Pago Pago	      1 Pago Pago AS	      1 Johnson Tropical
-170.721,-14.327	AS	Tafuna	      1 Tafuna
-170.750,-14.323	AS	Mesepa	      1 Mesepa	      1 Mapusaga
-109.061,35.671	AZ	Window Rock	      2 Window Rock
-109.072,35.753	AZ	Fort Defiance	      1 Fort Defiance	      1 Fort Defiance NV	      1 Ft Defiance
-109.144,31.914	AZ	Portal	      1 Portal AZ	      1 Portal Arizona
-109.219,36.309	AZ	Tsaile	      1 Tsaile
-109.285,34.133	AZ	Springerville	      3 Springerville
-109.350,33.052	AZ	Morenci	      2 Morenci
-109.415,34.502	AZ	St Johns	      1 St. Johns AZ	      1 St Johns AZ
-109.543,35.709	AZ	Ganado	      6 Ganado
-109.545,31.345	AZ	Douglas	      2 Douglas
-109.557,36.153	AZ	Chinle	      5 Chinle
-109.716,32.831	AZ	Safford	      1 Safford
-109.784,35.066	AZ	Petrified Forest	      1 Petrified Forest
-109.834,32.252	AZ	Willcox	      1 Willcox
-109.915,31.442	AZ	Bisbee	      1 Bisbee
-109.935,34.126	AZ	Pinetop	      1 Pinetop
-109.964,36.171	AZ	Blue Gap	      1 Blue Gap
-109.965,33.835	AZ	Whiteriver	      3 Whiteriver
-110.043,34.25	AZ	Show Low	      1 Show Low	      1 ShowLow
-110.236,35.817	AZ	Keams Canyon	      3 Keams Canyon
-110.256,36.724	AZ	Kayenta	      3 Kayenta
-110.299,31.969	AZ	Benson	      3 Benson	      1 Benzon Arizona
-110.322,31.565	AZ	Sierra Vista	      2 Sierra Vista
-110.360,31.631	AZ	Huachuca City	      2 Huachuca City
-110.371,31.572	AZ	Fort Huachuca	     14 Fort Huachuca	      1 Ft. Huachuca	      1 Ft Huachuca
-110.504,33.351	AZ	San Carlos	      1 San Carlos AZ	      1 San Carlos Arizona
-110.508,31.603	AZ	Elgin	      1 Elgin
-110.629,35.878	AZ	Kykotsmovi	      2 Kykotsmovi
-110.658,36.592	AZ	Shonto	      2 Shonto
-110.680,32.010	AZ	Vail	      2 Vail
-110.758,31.543	AZ	Patagonia	      2 Patagonia AZ	      2 Patagonia Arizona
-110.767,32.61	AZ	Oracle	     13 Oracle
-110.762,32.442	AZ	Mount Lemmon	      2 Mount Lemmon	      2 Mt. Lemmon	      2 Mt Lemmon	      2 Mount Lemmon Tucson
-110.789,33.396	AZ	Globe	      2 Globe
-110.799,31.672	AZ	Sonoita	      2 Sonoita
-110.81,32.151	AZ	Davis-Monthan AFB, Tucson	      2 Davis-Monthan AFB	      1 Davis-Monthan Air Force Base	      1 Davis Monthan AFB
-110.897,32.536	AZ	Saddlebrooke	      1 Saddlebrook	      1 Saddlebrooke
-110.94,31.338	AZ	Nogales	      1 Nogales
-110.954,31.958	AZ	Sahuarita	      1 Sahuarita
-110.966,32.391	AZ	Oro Valley, Tucson	      2 Oro Valley	      2 OroValley	      1 Oro Valle
-110.968,32.203	AZ	South Tucson	      1 South Tucson
-110.97,32.222	AZ	Tucson	  10788 Tucson	    120 Tuscon	      6 Tucscon	      3 Tuczon	      2 Tuscson	      2 Tueson	      1 Tucso	      1 Tacson	      1 ArizonaTucson	      1 Eller College	      1 Ruth E. Golding	      1 James E. Rogers	      1 Tuison	      1 Tucsotn	      1 Carondelet St. Mary's	      1 Carondelet Neurological	      1 Sarver Heart	      1 Enid Zuckerman	      1 Hayden Bee	      1 Tucon
-110.984,31.906	AZ	Green Valley	      2 Green Valley
-111.09,32.357	AZ	Cortaro	      1 Cortaro
-111.146,31.687	AZ	Amado	      1 Amado
